Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_121927,EID_71927,Rural,Large,South,Zone 5,3,1,2,2604,Rented,30,0,0,1,158,,2002.0,39,1,A+,3,25,52088
WH_113760,EID_63760,Rural,Mid,South,Zone 3,0,0,2,3716,Company Owned,48,0,0,1,147,25.0,,0,0,,0,19,3149
WH_110238,EID_60238,Rural,Small,South,Zone 6,0,3,2,4540,Rented,25,0,0,0,219,25.0,,17,0,B,6,15,19105
WH_120740,EID_70740,Rural,Mid,West,Zone 3,2,0,4,4674,Rented,51,0,0,0,166,20.0,,16,0,B+,2,19,20078
WH_102113,EID_52113,Rural,Mid,West,Zone 3,7,0,4,6633,Company Owned,60,0,0,1,242,28.0,2016.0,13,0,A,1,19,17081
WH_103216,EID_53216,Rural,Large,West,Zone 5,0,1,4,3474,Rented,57,0,0,1,151,27.0,,34,0,B,6,10,40076
WH_113125,EID_63125,Rural,Large,North,Zone 6,0,0,5,4420,Rented,54,0,0,0,98,26.0,,10,0,B,2,23,13060
WH_103814,EID_53814,Rural,Mid,North,Zone 4,5,3,4,4505,Rented,48,0,0,0,84,21.0,,27,0,B,4,26,31111
WH_108321,EID_58321,Rural,Large,North,Zone 6,5,1,4,4252,Company Owned,48,1,0,1,253,28.0,,4,0,B+,2,28,4089
WH_103155,EID_53155,Rural,Small,North,Zone 1,5,3,2,5057,Company Owned,58,0,0,1,258,36.0,,10,0,B+,6,21,11134
WH_114296,EID_64296,Rural,Large,West,Zone 5,1,0,2,7387,Company Owned,17,0,0,1,99,32.0,,24,1,B,4,24,29118
WH_102278,EID_52278,Rural,Large,North,Zone 6,6,2,3,4601,Company Owned,67,0,0,0,152,19.0,,25,1,A+,3,28,32148
WH_104599,EID_54599,Rural,Small,West,Zone 1,7,0,3,5560,Rented,22,0,0,1,180,23.0,2001.0,25,0,C,5,21,31137
WH_100013,EID_50013,Rural,Mid,South,Zone 4,6,1,2,6858,Company Owned,26,0,0,1,242,36.0,2008.0,22,1,A,5,11,30063
WH_101646,EID_51646,Rural,Small,East,Zone 6,5,2,4,5909,Company Owned,54,0,0,1,58,29.0,,16,0,A,3,15,20121
WH_117909,EID_67909,Rural,Large,North,Zone 6,1,0,3,5044,Company Owned,65,0,0,1,76,30.0,,15,1,A,3,28,19068
WH_102365,EID_52365,Rural,Small,North,Zone 6,0,0,3,4394,Rented,15,0,0,0,59,28.0,,4,0,B,3,8,5057
WH_104648,EID_54648,Rural,Small,West,Zone 6,4,0,4,3044,Rented,51,0,0,0,109,27.0,2013.0,11,1,A+,2,15,15067
WH_112197,EID_62197,Rural,Large,North,Zone 5,1,0,3,3782,Rented,38,0,0,0,111,20.0,,24,0,A+,2,5,30147
WH_100374,EID_50374,Rural,Large,North,Zone 6,7,0,4,5049,Rented,45,0,0,0,206,18.0,2011.0,19,0,A,2,6,24085
WH_123104,EID_73104,Rural,Large,West,Zone 6,7,1,2,6581,Company Owned,31,0,0,1,266,26.0,2017.0,9,0,B+,1,23,11062
WH_122861,EID_72861,Rural,Large,West,Zone 6,1,2,3,6538,Company Owned,62,0,0,1,87,33.0,,27,0,A,3,6,34125
WH_100525,EID_50525,Urban,Mid,West,Zone 4,8,0,6,4495,Company Owned,59,1,0,1,233,41.0,2006.0,19,0,B,5,11,24100
WH_109131,EID_59131,Rural,Mid,South,Zone 2,7,3,4,4747,Rented,21,0,0,1,190,31.0,2014.0,11,0,C,6,32,14106
WH_111561,EID_61561,Rural,Large,North,Zone 6,2,0,3,4783,Rented,35,0,0,0,71,16.0,,33,0,C,2,23,45136
WH_113910,EID_63910,Rural,Mid,West,Zone 4,0,0,5,4435,Company Owned,27,0,0,0,231,17.0,,25,0,B+,2,11,28107
WH_112765,EID_62765,Rural,Mid,West,Zone 3,4,2,2,4943,Company Owned,52,0,0,1,170,22.0,,9,0,B,1,19,10073
WH_119975,EID_69975,Urban,Mid,North,Zone 4,8,0,4,5704,Company Owned,58,0,0,1,220,30.0,2000.0,22,0,A,3,26,30071
WH_119342,EID_69342,Rural,Large,North,Zone 6,6,1,4,5207,Rented,23,0,0,0,72,19.0,2012.0,16,0,A,1,28,21072
WH_100529,EID_50529,Rural,Mid,North,Zone 2,8,5,3,4785,Rented,42,0,0,1,216,27.0,,17,0,C,4,12,22131
WH_115596,EID_65596,Rural,Mid,West,Zone 4,6,0,4,3336,Rented,39,0,0,1,209,27.0,2001.0,27,0,A,6,26,35146
WH_120098,EID_70098,Rural,Small,South,Zone 6,4,0,2,6606,Company Owned,49,0,0,1,72,24.0,2018.0,5,0,A,3,9,7114
WH_121116,EID_71116,Rural,Mid,South,Zone 4,5,0,3,5645,Rented,51,0,0,1,214,29.0,2004.0,24,0,A,6,26,31069
WH_109461,EID_59461,Rural,Large,North,Zone 6,8,0,3,4786,Company Owned,44,0,0,0,77,27.0,2022.0,4,0,C,1,23,6124
WH_112473,EID_62473,Rural,Mid,South,Zone 2,7,1,2,6419,Company Owned,69,0,0,1,200,21.0,1997.0,23,0,B,3,1,28106
WH_117778,EID_67778,Rural,Large,West,Zone 5,1,1,4,4053,Company Owned,47,0,1,1,256,31.0,,29,0,A,2,25,38087
WH_112201,EID_62201,Rural,Mid,South,Zone 2,8,0,2,7042,Rented,28,0,0,1,250,36.0,2007.0,16,0,B,4,32,20151
WH_112582,EID_62582,Rural,Mid,South,Zone 2,2,0,2,4997,Rented,15,0,0,1,137,26.0,,5,0,A,1,32,6098
WH_111171,EID_61171,Rural,Mid,West,Zone 4,8,3,2,6628,Rented,51,0,0,0,251,30.0,,6,1,A+,6,26,9134
WH_124826,EID_74826,Urban,Small,West,Zone 6,3,0,2,4400,Company Owned,34,0,0,1,213,22.0,2003.0,24,0,C,3,9,30095
WH_112003,EID_62003,Rural,Large,South,Zone 5,3,0,2,4116,Company Owned,42,0,0,1,210,29.0,2015.0,12,1,B,6,10,14102
WH_122015,EID_72015,Rural,Small,West,Zone 6,2,0,3,3988,Rented,36,0,0,1,142,34.0,,9,0,B,3,9,11137
WH_106563,EID_56563,Urban,Mid,West,Zone 4,4,0,2,5018,Rented,37,0,0,1,212,24.0,2013.0,15,1,A+,2,26,22055
WH_104703,EID_54703,Rural,Large,North,Zone 6,6,0,3,4097,Company Owned,62,1,0,1,261,,,4,0,B,1,29,5056
WH_115282,EID_65282,Rural,Mid,South,Zone 4,5,0,3,3863,Rented,59,0,0,0,252,18.0,2021.0,5,1,C,3,26,7151
WH_118096,EID_68096,Rural,Large,North,Zone 6,5,3,3,5859,Rented,57,0,0,1,55,25.0,,7,1,B,3,28,9104
WH_115921,EID_65921,Rural,Mid,West,Zone 4,7,0,4,4476,Company Owned,29,0,0,1,135,29.0,2015.0,18,0,B,4,26,23112
WH_124697,EID_74697,Rural,Mid,South,Zone 4,3,2,3,4286,Company Owned,44,0,0,1,232,25.0,2009.0,23,0,A,6,26,30098
WH_100955,EID_50955,Rural,Small,South,Zone 6,5,0,3,6145,Rented,47,0,0,0,256,22.0,2003.0,24,0,B+,2,9,27096
WH_106675,EID_56675,Rural,Large,North,Zone 6,0,0,3,5440,Rented,65,0,0,0,230,20.0,,5,0,A,3,4,7123
WH_103453,EID_53453,Rural,Large,West,Zone 5,7,0,3,5511,Rented,18,0,0,1,215,21.0,2021.0,5,0,B,1,10,6124
WH_112803,EID_62803,Rural,Large,North,Zone 6,2,0,3,5108,Rented,19,0,0,1,57,34.0,,22,0,B,4,29,27059
WH_115140,EID_65140,Rural,Large,North,Zone 6,3,1,4,4425,Company Owned,62,1,0,1,184,27.0,1998.0,32,0,C,6,6,41147
WH_108595,EID_58595,Rural,Mid,West,Zone 3,3,2,5,3863,Rented,26,0,0,0,203,33.0,,4,1,A+,6,19,6074
WH_102071,EID_52071,Rural,Large,West,Zone 6,5,2,5,3389,Rented,44,0,0,1,141,31.0,2001.0,26,0,C,4,6,34066
WH_100956,EID_50956,Rural,Large,West,Zone 6,5,0,6,5433,Company Owned,56,1,0,1,186,33.0,1997.0,24,1,A+,4,23,31137
WH_116542,EID_66542,Rural,Large,South,Zone 5,5,0,2,5622,Company Owned,69,0,0,0,122,32.0,2001.0,27,0,B,6,10,31106
WH_114036,EID_64036,Rural,Mid,North,Zone 3,2,2,3,3393,Company Owned,30,0,1,1,184,28.0,,22,0,C,6,19,28127
WH_107005,EID_57005,Rural,Small,South,Zone 6,2,2,3,3085,Company Owned,53,0,0,1,95,39.0,,11,0,C,5,9,14097
WH_100352,EID_50352,Urban,Mid,West,Zone 2,3,0,8,4727,Rented,19,0,0,1,73,30.0,1998.0,25,0,C,4,12,32137
WH_113518,EID_63518,Rural,Large,North,Zone 6,0,1,3,4520,Rented,49,0,0,0,271,29.0,,10,0,B+,5,28,11108
WH_122462,EID_72462,Urban,Large,North,Zone 5,7,1,4,5523,Rented,33,0,0,0,79,20.0,2000.0,28,1,A+,2,24,38143
WH_116309,EID_66309,Rural,Large,West,Zone 6,5,0,4,5600,Company Owned,27,0,0,1,68,24.0,2002.0,31,1,B+,3,23,37092
WH_106236,EID_56236,Rural,Mid,South,Zone 3,7,3,3,4115,Company Owned,40,0,1,1,259,27.0,,24,0,C,2,19,31056
WH_112732,EID_62732,Rural,Large,South,Zone 5,0,0,2,4899,Company Owned,15,0,0,1,248,41.0,,25,0,A,6,25,31144
WH_108946,EID_58946,Rural,Mid,West,Zone 4,4,0,4,7828,Company Owned,40,0,0,0,179,26.0,2015.0,14,1,A+,4,11,21056
WH_114025,EID_64025,Rural,Small,North,Zone 6,7,0,3,5395,Company Owned,34,0,1,1,155,34.0,,14,0,A,2,9,18082
WH_123685,EID_73685,Rural,Mid,West,Zone 4,6,1,4,4398,Rented,32,0,0,0,212,22.0,2010.0,17,1,A+,6,11,22087
WH_102920,EID_52920,Rural,Mid,South,Zone 2,5,0,2,6055,Rented,37,0,0,1,227,24.0,,0,0,,0,22,3136
WH_115711,EID_65711,Urban,Mid,West,Zone 3,2,2,3,7513,Rented,55,0,0,0,267,25.0,,23,0,A+,6,19,29071
WH_104644,EID_54644,Rural,Large,West,Zone 5,6,0,2,6929,Rented,60,0,0,0,119,29.0,2018.0,9,0,A,2,14,12085
WH_100661,EID_50661,Rural,Mid,West,Zone 2,4,2,3,5398,Company Owned,55,0,0,1,255,23.0,,22,0,C,5,18,28097
WH_116082,EID_66082,Rural,Large,North,Zone 5,0,1,4,5229,Rented,15,0,0,1,216,36.0,,16,0,B,3,17,18118
WH_107057,EID_57057,Rural,Mid,South,Zone 2,7,0,2,5373,Company Owned,43,0,0,1,95,33.0,2021.0,5,0,B+,3,12,6131
WH_110181,EID_60181,Rural,Mid,North,Zone 2,0,2,2,7927,Rented,41,0,0,0,266,18.0,,25,0,A,3,12,32118
WH_120049,EID_70049,Rural,Mid,West,Zone 4,1,0,3,4488,Rented,68,0,0,0,129,21.0,,8,0,C,1,26,10147
WH_116690,EID_66690,Rural,Small,South,Zone 1,8,0,2,5355,Rented,63,0,0,1,176,34.0,,27,1,A+,2,16,35142
WH_104790,EID_54790,Urban,Large,North,Zone 5,6,0,4,3038,Company Owned,63,0,0,1,162,23.0,2006.0,19,0,B+,5,24,24056
WH_102356,EID_52356,Rural,Large,West,Zone 6,2,0,4,4784,Company Owned,50,0,1,1,57,30.0,,12,1,A,2,23,15143
WH_111894,EID_61894,Rural,Mid,North,Zone 4,6,1,2,7836,Company Owned,56,0,0,1,262,27.0,1999.0,17,0,A,5,26,22072
WH_118311,EID_68311,Rural,Large,West,Zone 5,8,1,5,5082,Rented,17,0,0,0,131,17.0,,27,0,C,5,24,34111
WH_124573,EID_74573,Rural,Small,North,Zone 1,0,1,4,4495,Company Owned,47,0,0,1,75,34.0,,5,0,B,2,30,6067
WH_119811,EID_69811,Rural,Small,North,Zone 1,4,0,3,5006,Company Owned,57,0,0,1,120,24.0,1999.0,25,1,A,3,3,32114
WH_120022,EID_70022,Rural,Large,West,Zone 6,1,1,3,3710,Rented,22,0,0,1,233,41.0,,10,0,A+,2,23,14061
WH_117650,EID_67650,Urban,Small,North,Zone 6,5,3,3,6296,Rented,64,0,0,0,61,26.0,,16,0,B,4,15,18109
WH_113612,EID_63612,Rural,Large,North,Zone 5,8,1,2,5737,Rented,53,0,0,1,171,24.0,2001.0,32,0,B+,4,17,38084
WH_101560,EID_51560,Urban,Mid,West,Zone 4,3,1,4,7465,Company Owned,19,0,0,1,179,22.0,2002.0,33,0,B,4,26,39063
WH_111787,EID_61787,Rural,Mid,West,Zone 4,3,0,4,3614,Company Owned,42,0,0,1,185,23.0,2009.0,19,1,B+,3,26,22121
WH_110326,EID_60326,Rural,Large,North,Zone 6,8,1,4,4399,Rented,27,0,0,0,140,24.0,2004.0,29,0,C,4,28,38129
WH_107179,EID_57179,Rural,Mid,North,Zone 4,2,0,1,5136,Rented,66,0,0,1,140,32.0,,38,0,C,3,26,52138
WH_115349,EID_65349,Rural,Mid,South,Zone 2,8,2,3,5612,Rented,69,0,0,0,269,16.0,,17,1,A+,5,12,22141
WH_115313,EID_65313,Rural,Large,North,Zone 5,7,0,2,6242,Company Owned,59,0,0,1,165,,2019.0,5,0,A,2,5,7117
WH_113258,EID_63258,Rural,Large,North,Zone 6,0,3,2,5204,Rented,40,0,0,0,114,25.0,,4,0,C,2,7,5120
WH_104109,EID_54109,Rural,Large,North,Zone 5,0,1,4,5261,Company Owned,15,0,0,0,107,25.0,,13,0,B+,5,10,15150
WH_121288,EID_71288,Rural,Mid,North,Zone 4,5,2,2,6180,Company Owned,61,0,0,1,242,30.0,,22,0,C,2,26,28103
WH_100514,EID_50514,Rural,Mid,North,Zone 3,7,0,5,4064,Company Owned,58,0,0,1,72,25.0,2008.0,22,1,A+,5,27,31060
WH_100894,EID_50894,Rural,Large,South,Zone 5,5,2,2,4824,Company Owned,68,0,0,0,82,27.0,,24,0,B+,2,10,28126
WH_108601,EID_58601,Rural,Mid,South,Zone 3,0,0,2,4054,Rented,69,0,1,1,257,34.0,,11,0,A,5,19,14072
WH_116405,EID_66405,Rural,Mid,North,Zone 3,5,0,3,5074,Company Owned,58,0,0,1,118,32.0,2016.0,14,1,A+,5,27,21132
WH_124929,EID_74929,Urban,Mid,South,Zone 2,1,0,2,3872,Rented,45,0,0,1,189,41.0,,23,0,B,6,32,28075
WH_100899,EID_50899,Rural,Large,North,Zone 6,0,0,3,2999,Company Owned,40,0,0,1,146,24.0,,16,0,A,6,23,22077
WH_100207,EID_50207,Rural,Mid,West,Zone 4,5,0,4,8506,Company Owned,62,0,0,0,152,36.0,1997.0,34,0,B+,4,11,43072
WH_123719,EID_73719,Rural,Mid,West,Zone 2,1,0,4,4913,Rented,53,0,0,1,72,28.0,,7,0,A,3,12,9102
WH_100458,EID_50458,Rural,Large,South,Zone 5,3,2,3,4207,Rented,46,0,0,0,262,,,4,1,C,3,10,6148
WH_102430,EID_52430,Rural,Mid,North,Zone 3,6,1,6,4613,Company Owned,42,0,0,1,114,24.0,2017.0,5,1,B+,1,27,6142
WH_113629,EID_63629,Rural,Large,North,Zone 6,3,1,3,4828,Rented,38,0,0,0,205,19.0,2009.0,24,0,A,5,6,32064
WH_103389,EID_53389,Urban,Large,West,Zone 5,4,0,4,5772,Company Owned,66,0,0,1,193,25.0,2018.0,12,1,C,3,10,17062
WH_103911,EID_53911,Rural,Mid,West,Zone 3,0,0,4,4263,Rented,49,0,0,0,68,21.0,,12,0,B,5,19,14134
WH_121767,EID_71767,Rural,Mid,North,Zone 4,7,3,4,4253,Company Owned,43,0,0,1,169,33.0,,23,1,C,3,26,30087
WH_100552,EID_50552,Rural,Large,North,Zone 6,8,0,2,5021,Company Owned,15,0,0,1,228,22.0,2016.0,13,1,A+,4,23,18066
WH_119528,EID_69528,Rural,Large,West,Zone 5,2,1,2,4948,Company Owned,37,0,0,1,181,37.0,,18,0,B,4,10,22151
WH_106917,EID_56917,Rural,Large,North,Zone 5,1,0,2,5735,Company Owned,70,1,0,1,225,38.0,,19,0,B+,2,14,22080
WH_118440,EID_68440,Rural,Mid,North,Zone 2,3,1,2,4369,Rented,49,0,0,0,231,30.0,2014.0,8,1,A+,4,22,11083
WH_101925,EID_51925,Rural,Large,South,Zone 5,8,1,2,5358,Rented,30,0,0,1,179,29.0,2009.0,16,1,C,4,10,21064
WH_117018,EID_67018,Urban,Large,North,Zone 5,3,0,2,5606,Company Owned,45,0,0,1,164,30.0,1997.0,24,0,C,4,17,30073
WH_106082,EID_56082,Urban,Large,North,Zone 5,3,1,4,6097,Company Owned,17,0,1,1,270,28.0,2004.0,29,1,A+,3,24,39089
WH_124102,EID_74102,Urban,Large,North,Zone 6,1,1,4,4585,Rented,42,0,0,0,259,23.0,,28,0,A+,2,6,37141
WH_118279,EID_68279,Urban,Small,North,Zone 6,2,0,4,5430,Rented,59,0,0,0,102,23.0,,5,0,C,6,13,6111
WH_123207,EID_73207,Rural,Small,South,Zone 1,5,0,2,4335,Company Owned,63,0,1,1,217,30.0,2021.0,5,0,B+,3,21,6055
WH_100105,EID_50105,Rural,Mid,West,Zone 2,5,0,4,4221,Company Owned,54,1,0,1,141,24.0,2015.0,12,1,A+,5,12,17058
WH_103041,EID_53041,Rural,Large,South,Zone 5,0,1,2,4881,Company Owned,60,0,0,1,254,25.0,,22,0,B,6,25,26107
WH_116369,EID_66369,Rural,Mid,South,Zone 4,3,4,2,6285,Company Owned,25,1,0,1,133,,2001.0,24,1,A,4,11,31078
WH_110361,EID_60361,Rural,Small,West,Zone 1,4,1,6,4890,Rented,40,0,0,0,56,21.0,2002.0,33,1,A+,3,3,44113
WH_118093,EID_68093,Rural,Mid,East,Zone 4,8,0,5,3907,Company Owned,61,0,0,1,147,31.0,2008.0,17,0,B+,6,26,19111
WH_100089,EID_50089,Rural,Mid,North,Zone 4,7,0,3,4156,Company Owned,39,0,0,1,96,43.0,2019.0,6,0,B,5,26,7118
WH_115525,EID_65525,Rural,Small,West,Zone 6,0,1,3,5148,Rented,15,0,0,1,268,36.0,,25,0,A,6,9,33085
WH_110433,EID_60433,Rural,Large,West,Zone 5,0,0,3,4215,Company Owned,52,0,0,1,150,26.0,,5,0,B,4,10,6120
WH_119558,EID_69558,Rural,Small,North,Zone 6,1,0,4,4033,Rented,16,0,0,1,104,24.0,,24,0,B+,5,13,28060
WH_117301,EID_67301,Rural,Large,West,Zone 5,6,0,4,4250,Company Owned,53,1,0,1,173,21.0,2010.0,16,1,B,6,25,20102
WH_114451,EID_64451,Rural,Small,North,Zone 1,7,0,2,4369,Company Owned,60,0,0,0,174,22.0,2013.0,18,1,A+,6,3,26078
WH_118333,EID_68333,Rural,Small,North,Zone 6,8,3,4,5335,Rented,49,0,0,1,95,30.0,,6,1,C,3,9,7117
WH_112236,EID_62236,Urban,Small,South,Zone 6,0,0,2,3891,Company Owned,46,0,0,1,258,30.0,,18,0,A,2,2,23150
WH_114056,EID_64056,Rural,Large,West,Zone 5,7,0,2,5900,Rented,37,0,0,1,56,27.0,2019.0,6,1,B+,2,10,7088
WH_106368,EID_56368,Rural,Mid,North,Zone 4,8,1,2,5283,Rented,58,0,0,0,172,18.0,2002.0,22,1,B+,6,26,27055
WH_116385,EID_66385,Rural,Mid,North,Zone 2,1,0,2,8668,Rented,51,0,0,0,203,21.0,,0,0,,0,1,3055
WH_122431,EID_72431,Rural,Mid,West,Zone 2,6,0,2,5504,Rented,33,0,0,1,69,,2021.0,5,1,B+,2,1,6083
WH_109127,EID_59127,Rural,Small,North,Zone 6,4,2,3,5103,Rented,56,0,0,0,174,20.0,,6,0,B+,1,9,7076
WH_108905,EID_58905,Rural,Large,South,Zone 5,3,0,4,6830,Rented,25,0,0,1,91,30.0,2022.0,4,0,B+,2,25,4073
WH_102720,EID_52720,Rural,Large,North,Zone 5,7,0,2,4710,Company Owned,55,0,0,1,154,27.0,2016.0,17,0,B,6,24,21057
WH_116019,EID_66019,Urban,Large,North,Zone 6,4,3,2,6017,Rented,38,0,0,1,90,27.0,,20,0,C,5,6,25055
WH_113621,EID_63621,Urban,Large,North,Zone 6,6,0,2,5707,Company Owned,43,0,0,0,68,32.0,2004.0,28,0,B+,6,29,35123
WH_108783,EID_58783,Rural,Large,North,Zone 6,1,1,4,4673,Company Owned,23,0,0,0,166,,,6,0,C,3,4,8089
WH_115822,EID_65822,Rural,Mid,North,Zone 3,4,0,2,6110,Company Owned,64,0,0,1,237,27.0,2016.0,15,0,C,3,27,21088
WH_124769,EID_74769,Rural,Small,West,Zone 6,6,0,2,4163,Company Owned,61,0,0,1,216,30.0,2017.0,11,0,B+,1,15,14056
WH_119501,EID_69501,Urban,Mid,North,Zone 4,4,0,3,5056,Company Owned,33,0,0,1,123,21.0,2003.0,37,0,B,3,26,47068
WH_124344,EID_74344,Rural,Large,North,Zone 5,3,4,4,6405,Company Owned,58,0,0,1,126,37.0,,20,0,A,3,17,25133
WH_110640,EID_60640,Rural,Mid,South,Zone 2,1,2,2,5615,Company Owned,51,0,0,1,158,20.0,,7,0,C,3,22,9107
WH_109768,EID_59768,Rural,Mid,North,Zone 2,4,3,4,4820,Rented,65,0,0,0,210,18.0,2001.0,22,0,A,2,12,28102
WH_113399,EID_63399,Rural,Mid,South,Zone 2,5,0,2,3559,Company Owned,45,0,0,0,198,21.0,1999.0,25,0,A,6,12,34070
WH_103762,EID_53762,Urban,Mid,West,Zone 3,3,0,2,5991,Rented,33,0,0,1,218,27.0,2008.0,16,0,C,6,27,20122
WH_100213,EID_50213,Rural,Small,West,Zone 6,5,4,4,4560,Company Owned,56,0,0,1,194,39.0,2022.0,5,1,B,1,9,7071
WH_117162,EID_67162,Rural,Large,West,Zone 6,4,0,2,5249,Company Owned,17,0,0,1,199,33.0,2015.0,12,0,A,1,23,16059
WH_119880,EID_69880,Rural,Large,West,Zone 6,4,5,5,3715,Company Owned,36,0,0,0,210,28.0,,14,0,B+,2,23,17063
WH_123505,EID_73505,Rural,Large,North,Zone 6,4,1,5,4445,Rented,65,0,0,0,98,15.0,2000.0,25,1,A,6,6,34091
WH_118427,EID_68427,Rural,Large,West,Zone 5,4,4,6,4709,Company Owned,30,0,0,1,255,25.0,2004.0,28,0,B,5,10,34067
WH_108920,EID_58920,Rural,Large,South,Zone 6,6,0,2,5116,Company Owned,22,0,0,0,133,39.0,2013.0,14,0,B+,2,23,17061
WH_121804,EID_71804,Rural,Small,North,Zone 6,3,3,4,4986,Rented,51,0,0,1,194,26.0,,14,1,A+,6,13,19138
WH_106154,EID_56154,Rural,Large,West,Zone 6,8,0,4,4556,Company Owned,31,0,0,0,185,29.0,2013.0,11,0,A,2,23,14114
WH_108357,EID_58357,Rural,Large,South,Zone 5,4,0,3,6080,Company Owned,59,0,1,1,134,24.0,,24,0,C,2,10,30099
WH_117773,EID_67773,Rural,Small,West,Zone 6,3,0,3,4960,Rented,55,0,0,0,97,15.0,2005.0,22,0,B,2,15,26110
WH_104167,EID_54167,Rural,Large,North,Zone 6,7,1,2,4533,Company Owned,22,0,0,1,256,28.0,2023.0,0,0,,0,28,6075
WH_120172,EID_70172,Rural,Mid,South,Zone 4,2,1,2,4245,Company Owned,40,0,0,1,69,29.0,,6,0,C,2,26,8146
WH_116967,EID_66967,Urban,Large,East,Zone 5,2,0,7,5033,Company Owned,34,0,0,1,268,32.0,,6,0,C,6,14,7070
WH_124894,EID_74894,Rural,Large,North,Zone 6,6,0,3,4279,Company Owned,44,1,0,1,157,36.0,2000.0,29,0,A,4,29,39092
WH_124980,EID_74980,Rural,Large,South,Zone 6,2,0,2,4668,Rented,35,0,0,1,216,26.0,,29,0,A,4,29,40121
WH_116500,EID_66500,Rural,Mid,South,Zone 2,0,0,3,5099,Rented,59,0,0,0,137,16.0,,11,0,B,2,32,12147
WH_123028,EID_73028,Rural,Large,North,Zone 5,7,1,2,4911,Company Owned,47,0,0,1,104,23.0,1999.0,22,0,B+,2,17,26070
WH_105109,EID_55109,Rural,Small,South,Zone 1,3,0,4,6353,Rented,38,0,1,0,149,22.0,2001.0,23,1,B+,3,21,30119
WH_124715,EID_74715,Rural,Large,West,Zone 6,5,0,4,3420,Company Owned,17,0,0,1,237,27.0,2017.0,12,0,A,3,6,17091
WH_123691,EID_73691,Rural,Mid,West,Zone 4,8,0,4,4248,Company Owned,21,0,0,1,126,42.0,,4,0,B+,3,11,4125
WH_108712,EID_58712,Rural,Small,North,Zone 1,4,0,4,4713,Company Owned,60,0,0,1,99,30.0,2018.0,13,1,C,2,16,19111
WH_101763,EID_51763,Rural,Mid,South,Zone 3,5,0,2,4661,Company Owned,36,0,0,1,77,30.0,2009.0,20,0,A,2,19,27065
WH_118259,EID_68259,Urban,Large,South,Zone 6,5,2,2,4574,Company Owned,70,0,0,1,183,29.0,2002.0,25,1,B+,4,23,30128
WH_113547,EID_63547,Rural,Large,South,Zone 6,1,0,2,5432,Company Owned,63,0,1,1,235,32.0,,24,0,B+,3,23,30147
WH_111536,EID_61536,Rural,Large,North,Zone 6,0,0,5,5134,Rented,17,0,0,0,156,30.0,,28,0,B,3,29,35132
WH_115069,EID_65069,Rural,Large,South,Zone 5,3,0,3,5368,Company Owned,32,0,0,1,112,28.0,2006.0,25,1,A+,3,14,32112
WH_103224,EID_53224,Rural,Mid,West,Zone 3,2,4,4,3331,Rented,16,0,0,0,128,37.0,,16,0,B+,5,19,19106
WH_100526,EID_50526,Rural,Mid,North,Zone 4,6,0,2,4835,Rented,58,0,0,0,243,24.0,2016.0,11,0,B,5,26,13140
WH_115251,EID_65251,Urban,Mid,West,Zone 4,6,1,4,5657,Company Owned,61,1,0,1,84,36.0,,4,0,C,3,26,5082
WH_119330,EID_69330,Rural,Large,North,Zone 6,6,0,3,4910,Company Owned,55,0,0,1,167,26.0,2013.0,12,0,B,6,6,13107
WH_120857,EID_70857,Rural,Mid,South,Zone 2,7,0,2,4386,Rented,36,0,0,0,187,18.0,1999.0,27,1,B,5,32,35058
WH_112091,EID_62091,Rural,Mid,North,Zone 3,5,0,2,3754,Rented,63,0,1,1,55,,2006.0,18,1,B,4,19,22104
WH_105655,EID_55655,Rural,Mid,South,Zone 2,3,0,2,5454,Company Owned,41,0,0,1,159,53.0,2015.0,19,0,B,3,32,24072
WH_108884,EID_58884,Rural,Small,West,Zone 6,1,0,2,5497,Company Owned,24,1,1,1,57,27.0,,11,0,B,4,15,14127
WH_106059,EID_56059,Urban,Mid,South,Zone 3,7,1,2,5320,Company Owned,33,0,0,1,230,20.0,,23,0,A,5,19,29081
WH_117343,EID_67343,Rural,Large,West,Zone 5,4,0,3,6612,Rented,24,0,0,0,127,28.0,2018.0,9,0,C,3,10,12093
WH_106342,EID_56342,Rural,Small,South,Zone 1,3,0,2,6596,Company Owned,63,0,0,1,149,30.0,2006.0,23,0,B+,6,21,28129
WH_120017,EID_70017,Rural,Mid,South,Zone 3,8,0,2,6074,Company Owned,65,0,0,1,149,27.0,2000.0,30,0,B+,3,19,37101
WH_113997,EID_63997,Rural,Large,West,Zone 6,6,2,6,4087,Company Owned,48,0,0,1,88,29.0,,5,0,C,3,23,6093
WH_117434,EID_67434,Rural,Mid,West,Zone 4,5,0,4,3680,Company Owned,63,0,0,0,182,29.0,1997.0,39,1,A+,6,11,52103
WH_108782,EID_58782,Rural,Large,North,Zone 6,0,0,2,6314,Company Owned,39,0,0,1,177,28.0,,4,0,B+,2,6,5146
WH_108711,EID_58711,Rural,Mid,West,Zone 2,6,0,7,3796,Company Owned,68,0,0,0,160,28.0,2002.0,24,1,A+,3,12,31132
